texts,intents
who are the actors in The Swan Princess?,"movie_to_actors
"
the movie The Harder They Fall starred who?,"movie_to_actors
"
"who are the actors in Arise, My Love?","movie_to_actors
"
who acted in the movie The Angriest Man in Brooklyn?,"movie_to_actors
"
who are the actors in Seven Sinners?,"movie_to_actors
"
who stars in Darkman?,"movie_to_actors
"
who stars in Bright Eyes?,"movie_to_actors
"
who stars in Coming Out?,"movie_to_actors
"
the movie Catch .44 starred who?,"movie_to_actors
"
who stars in The Package?,"movie_to_actors
"
the movie Guardians of the Galaxy starred who?,"movie_to_actors
"
who stars in Dirty Rotten Scoundrels?,"movie_to_actors
"
who stars in The Unknown?,"movie_to_actors
"
"who are the actors in You, Me and Dupree?","movie_to_actors
"
who acted in Scandal?,"movie_to_actors
"
who starred in Dare?,"movie_to_actors
"
who are the actors in Another Happy Day?,"movie_to_actors
"
the film Three Days of the Condor starred which actors?,"movie_to_actors
"
who acted in 1900?,"movie_to_actors
"
who are the actors in Promises?,"movie_to_actors
"
"who starred in Good Morning, Miss Dove?","movie_to_actors
"
the movie Witness starred who?,"movie_to_actors
"
who acted in Tiresia?,"movie_to_actors
"
who acted in No Highway in the Sky?,"movie_to_actors
"
who acted in the movie The Big House?,"movie_to_actors
"
who are the actors in Three Smart Girls Grow Up?,"movie_to_actors
"
who stars in Mujhse Shaadi Karogi?,"movie_to_actors
"
the film Finding Amanda starred which actors?,"movie_to_actors
"
who stars in I Shot Andy Warhol?,"movie_to_actors
"
who starred in Radio Flyer?,"movie_to_actors
"
the film The Dogs of War starred which actors?,"movie_to_actors
"
who are the actors in MacArthur?,"movie_to_actors
"
who acted in the movie Dark Water?,"movie_to_actors
"
who are the actors in Murphy's Law?,"movie_to_actors
"
the film The Big Picture starred which actors?,"movie_to_actors
"
who are the actors in Hands Across the Table?,"movie_to_actors
"
the movie Lymelife starred who?,"movie_to_actors
"
who acted in Roxanne?,"movie_to_actors
"
the movie Basic Instinct starred who?,"movie_to_actors
"
"the film Next Stop, Greenwich Village starred which actors?","movie_to_actors
"
who are the actors in Answers to Nothing?,"movie_to_actors
"
who acted in the movie Running Scared?,"movie_to_actors
"
who acted in the movie Eden?,"movie_to_actors
"
the movie Like It Is starred who?,"movie_to_actors
"
who acted in A Short History of Decay?,"movie_to_actors
"
who acted in True Heart Susie?,"movie_to_actors
"
the film Cabeza de Vaca starred which actors?,"movie_to_actors
"
the movie Brief Crossing starred who?,"movie_to_actors
"
who stars in Dread?,"movie_to_actors
"
who acted in Memoirs of an Invisible Man?,"movie_to_actors
"
who starred in Down Argentine Way?,"movie_to_actors
"
"who acted in Goodbye, Mr. Chips?","movie_to_actors
"
who are the actors in Five Minutes to Live?,"movie_to_actors
"
who are the actors in The Fly?,"movie_to_actors
"
who are the actors in The Fastest Gun Alive?,"movie_to_actors
"
who are the actors in A Night to Remember?,"movie_to_actors
"
who are the actors in The Trial?,"movie_to_actors
"
who stars in Beyond a Reasonable Doubt?,"movie_to_actors
"
who acted in the movie White Chicks?,"movie_to_actors
"
who are the actors in Philadelphia?,"movie_to_actors
"
who starred in Fat City?,"movie_to_actors
"
the film The Adventures of Tartu starred which actors?,"movie_to_actors
"
the film The Other Man starred which actors?,"movie_to_actors
"
who acted in Being Cyrus?,"movie_to_actors
"
who starred in Carmen?,"movie_to_actors
"
who stars in Winter Passing?,"movie_to_actors
"
who acted in King Kong?,"movie_to_actors
"
who acted in the movie Emmanuelle?,"movie_to_actors
"
who stars in Far from Heaven?,"movie_to_actors
"
who stars in Edges of the Lord?,"movie_to_actors
"
the movie Texas Across the River starred who?,"movie_to_actors
"
the film Beetlejuice starred which actors?,"movie_to_actors
"
who acted in the movie Duel?,"movie_to_actors
"
who are the actors in We Won't Grow Old Together?,"movie_to_actors
"
who are the actors in In a Lonely Place?,"movie_to_actors
"
who acted in the movie Easy Virtue?,"movie_to_actors
"
the film Buchanan Rides Alone starred which actors?,"movie_to_actors
"
who acted in the movie Monkey Trouble?,"movie_to_actors
"
who are the actors in Rebel Without a Cause?,"movie_to_actors
"
the film Bad Boy Bubby starred which actors?,"movie_to_actors
"
who are the actors in Carnage?,"movie_to_actors
"
who are the actors in White Zombie?,"movie_to_actors
"
who acted in the movie A Very Potter Musical?,"movie_to_actors
"
who stars in Joe Somebody?,"movie_to_actors
"
who stars in The Manchurian Candidate?,"movie_to_actors
"
the film Einstein and Eddington starred which actors?,"movie_to_actors
"
who acted in the movie Untamed Heart?,"movie_to_actors
"
who stars in Around the Block?,"movie_to_actors
"
the movie That Old Feeling starred who?,"movie_to_actors
"
"who are the actors in 20,000 Leagues Under the Sea?","movie_to_actors
"
who acted in People Like Us?,"movie_to_actors
"
who acted in the movie Permanent Record?,"movie_to_actors
"
the film Arthur Newman starred which actors?,"movie_to_actors
"
who are the actors in Bernie?,"movie_to_actors
"
the film Mad About Mambo starred which actors?,"movie_to_actors
"
the movie Night Flight starred who?,"movie_to_actors
"
the film Doctor Zhivago starred which actors?,"movie_to_actors
"
who are the actors in In My Sleep?,"movie_to_actors
"
the movie Deceived starred who?,"movie_to_actors
"
who are the actors in Sister Act?,"movie_to_actors
"
who are the actors in At Point Blank?,"movie_to_actors
"
who are the actors in Ivan's Childhood?,"movie_to_actors
"
who acted in Powwow Highway?,"movie_to_actors
"
who are the actors in The Last of Mrs. Cheyney?,"movie_to_actors
"
who acted in Hana and Alice?,"movie_to_actors
"
who acted in Sapphire?,"movie_to_actors
"
who acted in the movie D-Day?,"movie_to_actors
"
who are the actors in Gertrud?,"movie_to_actors
"
who acted in Dream House?,"movie_to_actors
"
the movie The Longshots starred who?,"movie_to_actors
"
who acted in The Border?,"movie_to_actors
"
who acted in The Last of the Mohicans?,"movie_to_actors
"
the movie Stonehenge Apocalypse starred who?,"movie_to_actors
"
who acted in Cashback?,"movie_to_actors
"
who acted in The Equalizer?,"movie_to_actors
"
who starred in The Girl?,"movie_to_actors
"
who starred in House of Flying Daggers?,"movie_to_actors
"
who acted in the movie Moulin Rouge!?,"movie_to_actors
"
who stars in Comfort and Joy?,"movie_to_actors
"
who are the actors in The House on 56th Street?,"movie_to_actors
"
who stars in Grosse Pointe Blank?,"movie_to_actors
"
who acted in the movie The Proud Valley?,"movie_to_actors
"
the film House by the River starred which actors?,"movie_to_actors
"
the film Narrow Margin starred which actors?,"movie_to_actors
"
who starred in Bang Bang You're Dead?,"movie_to_actors
"
who stars in Tell No One?,"movie_to_actors
"
who starred in Zookeeper?,"movie_to_actors
"
the film Geography Club starred which actors?,"movie_to_actors
"
the movie Young Adult starred who?,"movie_to_actors
"
who acted in Avenger?,"movie_to_actors
"
who stars in War of the Dead?,"movie_to_actors
"
who starred in Hall Pass?,"movie_to_actors
"
who acted in The Man in the Moon?,"movie_to_actors
"
who acted in Hackers?,"movie_to_actors
"
who are the actors in Guy X?,"movie_to_actors
"
the film Bright Future starred which actors?,"movie_to_actors
"
who acted in the movie Kafka?,"movie_to_actors
"
who acted in A Troll in Central Park?,"movie_to_actors
"
who are the actors in Why Did I Get Married Too??,"movie_to_actors
"
the movie Mr. Saturday Night starred who?,"movie_to_actors
"
who acted in the movie Thirteen Days?,"movie_to_actors
"
who stars in Ivanhoe?,"movie_to_actors
"
the film Breaking News starred which actors?,"movie_to_actors
"
the movie In Secret starred who?,"movie_to_actors
"
who acted in the movie The Toy?,"movie_to_actors
"
who acted in Dr. Terror's House of Horrors?,"movie_to_actors
"
who are the actors in The Private Lives of Elizabeth and Essex?,"movie_to_actors
"
who acted in the movie Detachment?,"movie_to_actors
"
who are the actors in Upstream Color?,"movie_to_actors
"
who starred in Blue Chips?,"movie_to_actors
"
the movie Fear starred who?,"movie_to_actors
"
the film Come Early Morning starred which actors?,"movie_to_actors
"
who stars in The Fox and the Hound?,"movie_to_actors
"
the movie The Resident starred who?,"movie_to_actors
"
the film The Lusty Men starred which actors?,"movie_to_actors
"
who are the actors in Coco Before Chanel?,"movie_to_actors
"
who acted in the movie Moonwalker?,"movie_to_actors
"
who acted in the movie Who Is Killing the Great Chefs of Europe??,"movie_to_actors
"
the movie Song of Freedom starred who?,"movie_to_actors
"
who acted in The Confession?,"movie_to_actors
"
who stars in The Little Mermaid?,"movie_to_actors
"
who are the actors in Always Leave Them Laughing?,"movie_to_actors
"
the film The Villain starred which actors?,"movie_to_actors
"
the movie The Merchant of Venice starred who?,"movie_to_actors
"
the movie Rosalie Goes Shopping starred who?,"movie_to_actors
"
who acted in Ulysses?,"movie_to_actors
"
who are the actors in Doctor Detroit?,"movie_to_actors
"
who are the actors in Pee-wee's Big Adventure?,"movie_to_actors
"
the film How to Murder Your Wife starred which actors?,"movie_to_actors
"
who acted in The Long Night?,"movie_to_actors
"
the movie The Program starred who?,"movie_to_actors
"
who are the actors in Kiki?,"movie_to_actors
"
who acted in the movie The Black Windmill?,"movie_to_actors
"
who are the actors in The Masseurs and a Woman?,"movie_to_actors
"
the movie Owning Mahowny starred who?,"movie_to_actors
"
who acted in the movie Gung Ho?,"movie_to_actors
"
who are the actors in Prancer?,"movie_to_actors
"
who starred in The Forbidden Kingdom?,"movie_to_actors
"
the movie Pat and Mike starred who?,"movie_to_actors
"
who starred in The Doll Squad?,"movie_to_actors
"
the movie Trojan War starred who?,"movie_to_actors
"
who acted in the movie Bedtime Story?,"movie_to_actors
"
who are the actors in Brick Lane?,"movie_to_actors
"
who acted in Roman?,"movie_to_actors
"
who acted in Phantasm?,"movie_to_actors
"
who acted in The Wizard?,"movie_to_actors
"
who acted in the movie Black Water?,"movie_to_actors
"
the movie The Tall T starred who?,"movie_to_actors
"
the movie The Boxtrolls starred who?,"movie_to_actors
"
who acted in Comrade X?,"movie_to_actors
"
who are the actors in Destroy All Monsters?,"movie_to_actors
"
the film Cars 2 starred which actors?,"movie_to_actors
"
who stars in Bewitched?,"movie_to_actors
"
who are the actors in It's Complicated?,"movie_to_actors
"
who starred in Midnight Bayou?,"movie_to_actors
"
the movie Josh and S.A.M. starred who?,"movie_to_actors
"
who stars in Legal Eagles?,"movie_to_actors
"
who are the actors in John Dies at the End?,"movie_to_actors
"
who acted in Perched on a Tree?,"movie_to_actors
"
who stars in Magnificent Obsession?,"movie_to_actors
"
who stars in The Strange Love of Martha Ivers?,"movie_to_actors
"
who stars in The Gunman?,"movie_to_actors
"
the film Charlie Chan at the Opera starred which actors?,"movie_to_actors
"
who acted in the movie Belle of the Nineties?,"movie_to_actors
"
the film No Greater Love starred which actors?,"movie_to_actors
"
who are the actors in The Count of Monte Cristo?,"movie_to_actors
"
